,Speaker,Text
34112,Raj,Whoa whoa. Walking up to a strange woman in a bar usually doesn’t work.
34113,Raj,You guys suck.
34114,Penny,Have you been running?
34115,Penny,Do you really want to get into this right now?
34116,Leonard,Okay well there there was a lot of drinking and craziness going on.
34117,Raj,You know on Game of Thrones Balon Greyjoy received his son’s genitals in a box.
34118,Howard,Sheldon I’ve hidden the dirty sock from the roof somewhere in your apartment. Unless you are willing to come with us to meet this girl it will remain there forever.
34119,Penny,Come on in. Wait wait she’s not gonna come here looking for you is she?
34121,Sheldon,I’m not going to say another word until you people settle down. I’m waiting.
34122,Penny,Okay the reason he deceived you is you were being a pain in the ass.
34123,Howard,Yeah I’m right here buddy. How are you?
34124,Sheldon,Hey we’re both great at this.
34125,Leonard,Wait you went to a chapel?
34126,Leonard,I don’t really feel I deserve it.
34127,Leonard,Hello Penny.
34128,Sheldon,But if I don’t come into work what am I supposed to do with myself?
34129,Howard,Come on dude we’ve been friends for years.
34130,Raj,You know me. I’m from India. I can’t resist children begging. So how’s it going with the title to the house?
34131,Sheldon,And a pointy hat sticking out of your eyeball.
34132,Penny,Almost 1am.
34133,Sheldon,Well other than when they’re chugging through your bowels these things are magic.
34134,Raj,Enough chitchat. How do we know you are who you say you are?
34136,Leonard,Or you’re just a tall annoying frog.
34137,Sheldon,Our collaboration is a work of the mind. We don’t need desks.
34138,Sheldon,See? She’s not offended. And now you finally have an answer.
34139,Penny,Are you kidding? You brought fancy wine and made fondue. I’ve slept with guys for less. It’s a joke. Based on real events.
34140,Sheldon,Perhaps I will. This rock encapsulates all my negative emotions. I will cast you far away. Feel free to take out a pigeon while you’re at it.
34141,Sheldon,All right. But this better not be some elaborate scheme to get me out of my shirt.
34142,Sheldon,You don’t shove them. They come with an easy-glide applicator.
34143,Penny,I already quit.
34144,Howard,Oh true. They’re practically giving them away. You know in exchange for money.
34145,Leonard,We did them at Princeton too.
34146,Sheldon,Oh I’m ready. I don’t know if Stuart told you what you’re up against tonight but before you stands the co-captain of the East Texas Christian Youth Holy Roller Bowling League championship team. Seven to twelve year-old division. Also Penny’s pretty good.
34147,Leonard,I’m telling you the Lenwoloppali Differential Equation Scanner meets a real need. We’ve got a hit.
34148,Raj,Hang on a sec. Why do you get first crack at her?
34149,Penny,Yes. That is a real thing. And it doesn’t mean you don’t care about each other it just means things are moving at a pace you’re not comfortable with and that’s fine.
34150,Sheldon,You continue to underestimate me my good man.
34151,Leonard,Goodnight. 
34152,Sheldon,Although now that I think about it Leonard would never go swimming in public without his swim shirt.
34154,Sheldon,But they’ll know I’m not you. Should I call myself Professor Proton Jr.?
34155,Penny,When I go I usually just get hammered and ride the cable cars.
34156,Leonard,Hey we’re all going over to the Apple store to make fun of the guys at the Genius Bar. You want to come?
34157,Sheldon,Well it’s been a rough day. I usually go chamomile tea but I don’t think that’s going to cut it.
34158,Leonard,Oh I knew it Sheldon changed the password.
34159,Sheldon,Thank you. No bendy straw some party.
34160,Leonard,Interesting.
34161,Leonard,Sorry.
34162,Sheldon,What a surprise. Did you invite me back just so you could ignore me?
34163,Penny,Okay you don’t know what’s gonna happen.
34164,Raj,This is not how I imagined this day going I should be with them right now.
34165,Penny,Bernadette or the troll?
34166,Raj,Answer it.
34167,Howard,Well then double it because my building’s a lot nicer than this dump.
34168,Leonard,Should we talk to some of these women?
34169,Sheldon,He lied and I’m feeling very uncomfortable about it.
34170,Sheldon,You can catch even more flies with manure. What’s your point?
34171,Howard,Of course it does. Didn’t your baby room have a theme?
34172,Leonard,From her micro-husband. That is amazing. How long did this take you?
34173,Sheldon,Well I’ve just never played Dungeons & Dragons with girls before.
34174,Leonard,I bet the key’s behind it.
34175,Sheldon,Excuse me. I object. You propose a guessing game yet you don’t give me enough time to guess. For the record I was going to say your sister Priya.
34176,Penny,Really?
34177,Sheldon,Like has Leonard betrayed any of his friends recently?
34178,Sheldon,I wasn’t making a joke I was merely stating fact. Amy and I have a superior relationship to yours.
34179,Sheldon,Creepy old dude from Dancing with the Stars.
34180,Leonard,Yeah.
34181,Leonard,Oh relax she’s in her crate. She can’t get out.
34182,Raj,But this is other money.
34183,Raj,Address?
34184,Leonard,Oh that is so nice.
34185,Leonard,Oh I do. The the field of blue represents you being miserable and the lion sticking its tongue out means I’m happy about it.
34186,Sheldon,Yes. If Penny’s going to be spending nights here again you’ll need to set up an escrow account. Sign here.
34187,Leonard,Hi we’re here to pick up an order for Comic Center.
34188,Howard,Although I knew the line doesn’t make me Nathan Fillion.
34189,Leonard,Coming right up.
34191,Penny,Well when you realized what it was why didn’t you stop?
34192,Penny,Oh you always know what not to say. I just i can’t believe you did all this.
34193,Leonard,Exactly. Right after they said yeah.
34194,Raj,Fine. Tell her I have a deep sexy voice like James Earl Jones.
34195,Penny,Yeah sure sure. Vegas is fun too.
34196,Raj,Mm Disneyland? I don’t know. With all the crowds and the weird characters walking around just reminds me too much of India.
34197,Penny,It means he is special and smart and nice and…
34198,Sheldon,Are you in danger?
34200,Leonard,It is?
34201,Leonard,Yes I am. You want to see a simulation on my laptop?
34202,Howard,Oh my God you’re back. Oh look at you. You you look like you grew.
34203,Howard,That is a great idea.
34204,Sheldon,That would maximize oxygen for optimal combustion.
34205,Sheldon,I know that but with skin as fair as mine moon burn is a real possibility.
34206,Leonard,That’s where Sheldon sits.
34207,Leonard,Go ahead.
34208,Penny,Yes!
34209,Sheldon,Great now I have to start all over.
34210,Leonard,Oh. Huh um maybe if you like women who are tall… and perfect.
34211,Leonard,Leonard.
34212,Sheldon,I don’t drink coffee.
34213,Leonard,What about your old look well-groomed ventriloquist doll?
34214,Leonard,Hello Mrs. Latham. Yes I live with him. I don’t I I really don’t know why. Tonight? Sure that’d be great. Okay I’ll I’ll see you then. Bye. She wants to have dinner and talk about my research.
34215,Raj,You know who I blame for my loneliness? The United States of America. Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas.
34216,Sheldon,Hello. So I guess you’re really holding up the other four fingers?
34217,Raj,Yeah sure. I understand. Yeah I’m very busy too.
34218,Penny,No no I meant…
34219,Raj,Uh next?
34220,Sheldon,No.
34221,Sheldon,Priya has moved back to India to pursue her law career. Instead of desperately trying to keep this intercontinental relationship alive you could use that time to take up a hobby.
34222,Sheldon,If it makes you feel any better Thursday is no longer Cruciferous Vegetable Night.
34223,Sheldon,Not true. No look at me. I had an engagement ring to give a girl and instead she rejected me. And am I emotional about that? No. No I am sitting here on a couch talking about my favourite TV character like nothing happened. ‘Cause I am just like him all logical all the time.
34224,Sheldon,Exactly half.
34225,Penny,Uh not yet but I will.
34226,Penny,Oh I’m ready.
34227,Leonard,Right. Because girls are always like ooh that guy owns two Star Trek uniforms and gets a lot of ear infections. I got to get me some of that.
34228,Leonard,Hey who’s ready for Halo?
34229,Sheldon,I was wrong. Penny can do better.
34230,Penny,Fine. What would you rather do as a scene study?
34231,Penny,What? No I really want to know what happens and Bernadette really really really wants to know what happens.
34232,Leonard,Why didn’t you say so?
34233,Sheldon,Well whatever we want. Hang out do experiments make him take 12 pictures with us so we can make a calendar.
34234,Raj,Ten nine eight…
34235,Leonard,Well I was gonna but there were too many tongues in my mouth.
34236,Raj,Oh I take it back don’t mention me.
34237,Penny,Okay what’s the big deal? Look if it helps me make a sale with a physician I don’t think it hurts to flirt a little. I mean laugh at their joke touch their arm maybe crank up the AC in the car beforehand you know to wake up the girls.
34238,Leonard,I never stopped hanging out with you.
34239,Sheldon,I am not a loser. Pictionary is not a true test of any real intelligence or skill.
34240,Leonard,Seriously please find another book.
34242,Penny,Well good for you.
34243,Howard,Oh Howard stop.
34244,Leonard,Good it’s not just me.
34245,Howard,That would be amazing. I was literally just looking at my moving boxes trying to pick one to live in.
34246,Sheldon,I’m not surprised considering the way you talk about them behind their backs.
34247,Raj,You’re being silly. I can leave whenever I want.
34248,Leonard,I’d like to propose a toast. The dream to go up into space is one we all share and Howard’s making that a reality. We’re all very proud of you.
34250,Penny,All right so we’ll ask him to come back.
34251,Sheldon,All right how’s this for revenge? A solution of hydrogen peroxide and one of saturated potassium iodide.
34252,Raj,Miss Congeniality 2 Armed and Fabulous. I mean you know a movie’s bad when my homegirl Sandy B can’t save it.
34253,Sheldon,No. If I got on the bridge of the Enterprise I would never ever leave.
34254,Leonard,Yeah I just stopped by to say…  Yeah so hi!
34255,Sheldon,Of course. You know why couldn’t she just like Ziggy? Yeah? That thing’s riddled with plot holes.
34256,Leonard,Okay I I I think it’s safe to say that we’ve all done some things we’re not particularly proud of. But come on we’re friends. Friends overlook each other’s minor lapses. For the record Howard I’m sorry that I broke our pact.
34257,Sheldon,No idea. All I know is I’m gonna be working on the railroad all the livelong day.
34258,Leonard,All right we’re down the rabbit hole. What are you doing?
34259,Penny,Like you could get a brown bear.
34260,Raj,This has nothing to do with my sperm count.
34261,Penny,Really they have your little name label in them.
34262,Sheldon,Can you believe this guy?
34263,Sheldon,And me.
34264,Leonard,No I mean just you and me.
34265,Howard,Before Emily I was alone for so long. I just I don’t know if I can do that again.
34266,Leonard,Article 10 subsection C if questioned Penny may not say that everything is fine if it isn’t. Other unacceptable responses include it’s nothing don’t worry about it and I said it’s nothing don’t worry about it.
34267,Leonard,Okay I think I understand.
34268,Raj,So I have an idea for a filk song. It’s kind of a a power ballad superhero crossover tale of epic proportions.
34269,Sheldon,Empedocles thought he was a god and jumped into a volcano. And Pythagoras had an irrational fear of beans. Tesla fell madly in love with a pigeon who he claimed loved him back.
34270,Leonard,Oh hey guys.
34271,Howard,Like this?
34272,Raj,Oh yes. In my culture it’s expected to have a chaparone to oversee a first date. Plus I want to make a good impression and no offence but with you guys here I look like six two.
34273,Leonard,Okay uh here it is. I met this girl and I kissed her and I feel terrible about it. But it’s done it’s never gonna happen again. And I am so so sorry.
34274,Raj,Very well thank you.
34275,Sheldon,Hmm? Well it sounds like the kind of thing one would bring up at a quarterly roommate agreement meeting. Lucky for you it’s tomorrow.
34277,Penny,Oh come on. I just told you I had a hard day.
34278,Penny,Honey neither of us comes off good in that story.
34279,Leonard,You heard that huh?
34280,Leonard,You know maybe you and I wouldn’t be together but you wouldn’t have done so great yourself.
34281,Sheldon,I have an old teddy bear I secretly wiped my nose on for years.
34282,Sheldon,You make that joke every three months. I still don’t get it. Leonard wait. What are you doing?
34283,Penny,Wh… What the hell did she say?
34285,Leonard,Okay that’s enough.
34286,Penny,Great so you want me to stay at a job I’m not happy at?
34287,Penny,No.
34289,Howard,What happened?
34290,Raj,I guess uh I’d like her to sit me down look me in the eye and say I was wrong. I love you. And then maybe she could touch me in a special way.
34292,Penny,Oh hey. What’s up?
34293,Penny,You’ve been doing it all day. Do you even know what an insult is?
34294,Howard,And that’s how Mommy and Daddy met.
34295,Leonard,So?
34296,Raj,Junior Mints are pretty apologetic.
34297,Sheldon,Oh brilliant. I’ve been itching to pull that trigger.
34298,Leonard,I can go so slow it’ll be like there’s a snail in your mouth.
34300,Leonard,So they steamed your dumplings get over it. New topic please.
34301,Leonard,I guess not.
34302,Leonard,We both have people in our lives who… want to nip intestinal polyps in the bud.
34303,Leonard,Oh everything we need for your autograph session head shots markers.
34304,Penny,Oh maybe. Get closer.
34305,Leonard,Oh I’m just trying to find the stupid next of kin to this stupid video store owner so I can return the DVD and see the look on Sheldon’s stupid face when he sees that I didn’t let this get to me.
34306,Leonard,Oh right no I’m lactose intolerant.
34308,Sheldon,It is kind of cute.
34309,Sheldon,Oh good that was an unusual interaction. I wasn’t sure.
34310,Sheldon,You know what’s interesting about caves Leonard?
34311,Howard,Let’s go home. You want to get something to eat?
34312,Penny,Come on I mean you’re not upset that your marriage is over?
34313,Raj,Yeah Penny packed you a bag.
34314,Sheldon,The computations required to overcome the deployability issues are more significant than we thought.
34315,Sheldon,Yes well I’m not a child I’m a grown man capable of living my life as I see fit. And I certainly don’t need someone telling on me to my mother.
34316,Raj,October sixth.
34317,Raj,Not yet this is fun. Ooh I know. I’d let her free my willy. Where you going?
34318,Sheldon,Come in. 
34319,Sheldon,Formal protest.
34320,Leonard,Well like I said we’re about to get married and I I want a clean slate. No secrets.
34321,Howard,Thank you.
34322,Sheldon,My pleasure. For a non-physicist you have a remarkable grasp of how electric dipoles in the brain’s water molecules could not possibly form a Bose condensate.
34323,Raj,Judge’s ruling?
34324,Penny,Great here’s my spare key. Thank you.
34325,Leonard,Okay I’m leaving before the black helicopters get here.
34326,Penny,Leonard.
34327,Penny,Arthur are you okay?
34328,Leonard,Aw see yeah you probably shouldn’t have done that. So write another e-mail set the record straight it’s no big deal.
34329,Leonard,Sheldon knight takes bishop. You all right?
34330,Howard,Did he help you make a decision about the movie?
34331,Leonard,If you could run out and get a PhD that might make her like you.
34332,Penny,Oh good you heard me.
34333,Leonard,No. Although Howard was making some real strides in that area until he met Bernadette.
34334,Leonard,Oh kids buy comic books. It would be great to figure out a way to get more kids in the store.
34335,Penny,I’m with Leonard.
34336,Raj,Come on Howard fire it in.
34337,Raj,No. 
34338,Penny,Yeah it’s yours.
34339,Howard,That was all a lie? This year’s gifts are already wrapped!
34340,Penny,Okay you can take him for shoes.
34341,Sheldon,Leonard told me to stay.
34342,Leonard,Yeah. How did you know?
34343,Penny,Oh great selection great prices.
34344,Sheldon,I know.
34345,Sheldon,All right geez. What a grouch.
34346,Penny,Ugh. Amy why did you tell him that?
34347,Leonard,From a Kevin Smith movie?
34348,Sheldon,What happened to me? I used to excel at these things.
34349,Raj,No way. Not Bill Murray.
34350,Sheldon,Well then as my meemaw would say looks like we butchered a pig but nobody wanted bacon.
34351,Leonard,En el acelerador de particulares.
34352,Sheldon,Anyway thank you.
34353,Penny,Does NASA know you’re using that thing as a napkin holder?
34354,Raj,Why did you even go to dinner with the guy?
34355,Leonard,You’re right. I didn’t ask her out I should ask her out.
34356,Sheldon,But. Oh this changes everything.
34357,Sheldon,You ripped out your own fake blonde hair.
34358,Penny,Oh I’m scared.
34359,Leonard,No it was a valid hypothesis.
34360,Penny,I don’t know he’s 13. Just pick out anything.
34361,Sheldon,Boilerplate stuff. A modified roommate agreement for a temporary house guest. And a living will and durable power of attorney.
34362,Leonard,Listen can I talk to you about your girlfriend?
34363,Sheldon,Thanks.
34364,Howard,The dating site matched a woman with Sheldon.
34365,Sheldon,Amy mourning the inevitable is a complete waste of time.
34366,Howard,What kind of idiot throws away a terrific chair like this?
34367,Leonard,Excuse me sorry excuse me.
34368,Howard,They are too.
34369,Penny,Oh and who’s that?
34370,Leonard,Not really. I googled how to do that. So listen have you ever made a pact with someone?
34371,Sheldon,No but it’s not just video games. I downloaded the new O.S. for my phone took me a week to stop accidentally texting kissy faces to everyone.
34372,Leonard,Oh!
34373,Raj,I’m sorry and how much money did your version of Frozen make?
34374,Howard,Oh. He’s here to support me so anything you have to say you can say in front of him.
34375,Sheldon,Who?
34376,Leonard,Okay Sheldon I understand that you’re going through a bit of a career crisis you’re searching for some other area where you can feel valuable and productive but I need to tell you something and I want you to listen carefully.
34377,Sheldon,So we’re just randomly choosing a restaurant without researching it online?
34378,Penny,I love scavenger hunts. My friends and I had them all the time.
34379,Penny,Understood.
34380,Howard,Clearly she was sending you a message to take a hike Mike.
34381,Howard,Oh no it’s okay. I just found a wobble.
34382,Leonard,Because Sheldon doesn’t have a drug addicted cousin Leopold.
34383,Penny,That is so sweet.
34384,Leonard,I sent them a bikini shot of you years ago. This is nice. I kind of wish no one else was coming.
34385,Howard,Maybe he’s having a lover’s spat with Penny.
34386,Sheldon,Yes. It should have a big picture of him and the words is this your bird? Not anymore. We’re going to have so much fun together. You can carry messages to all my enemies. I can tie a string to your leg and fly you like a kite.
34387,Raj,Well you should be ’cause she was looking good.
34388,Sheldon,He wrote back. Cooper and Hofstadter resorting to juvenile attempts at humour is proof they have nothing to back up their ridiculous paper. It should come as no surprise given they work at Cal Tech essentially a technical school where even the physicists are basically engineers. Engineers? Do you know how insulting that is?
34389,Sheldon,Perhaps you’re right. I’m sorry for my behaviour. I’ve had alcohol and it’s caused me to be inappropriate.
34390,Leonard,He made you his screensaver.
34391,Howard,But I can’t have one.
34392,Sheldon,Are you still mad about the sperm bank?
34393,Leonard,Right.
34394,Leonard,Oh damn it!
34395,Raj,The polite response is thank you for noticing.
34396,Raj,So when they ride horses and fly on the birds they also use their ponytails.
34397,Sheldon,You’re right. I should embrace the chaos.
34398,Penny,Maybe if we’re quiet he’ll go away.
34399,Leonard,Oh it’s all right. We ended up having a threesome with her friend humiliation so…
34400,Howard,I don’t understand.
34401,Penny,Really?
34402,Sheldon,Penny’s brain teaser this morning. She and Koothrappali emerge from your bedroom. She is dishevelled and Raj is dressed only in a sheet. The sole clue it’s not what it looks like.
34403,Leonard,How about that? I finally caught a break.
34404,Raj,No uh-uh you’re going down!
34405,Leonard,Oh come on that’s got to count. There was a really strong undertow we could have died.
34406,Leonard,Whatever you recommend.
34407,Penny,Um well I yeah you got me.
34408,Raj,I mean come on look at you. You’re classically handsome you’ve got a swimmer’s body. Next to you I look like me.
34409,Penny,No. Not at all.
34410,Howard,Like dude on dude but with women?
34411,Penny,Whoa. When would you leave?
34412,Sheldon,Yeah we’re going to have to stop by Pottery Barn on the way to work I bought these Star Wars sheets but they turned out to be much too stimulating to be compatible with a good night’s sleep. I don’t like the way Darth Vader stares at me.
34413,Sheldon,How could you not like getting attention for playing Wesley Crusher? You were wonderful. A know-it-all boy genius with an eidetic memory. Who couldn’t relate to that?
34414,Howard,Hey how’s the mommy-to-be?
34415,Leonard,Hey uh listen everybody. Before Howard gets here et’s all just agree to not bring up the letter from his father.
34416,Penny,Huh?
34417,Sheldon,Interesting. You’re afraid of insects and women. Ladybugs must render you catatonic. It was a joke. I made it to lessen your discomfort. You’re welcome
34418,Leonard,Okay?
34419,Sheldon,Oh no I should apologize. Uh I never realized to what extent our friendship was a burden to you.
34420,Leonard,That’s great.
34421,Leonard,Yes.
34422,Leonard,You’re too close to it but Amy has had a huge impact on you.
34423,Leonard,Well you know if you if if if you uh I don’t oh what’s the word I’m looking for?
34424,Sheldon,Raj did you get the job with Professor Laughlin?
34425,Leonard,Three.
34426,Sheldon,Informal protest.
34427,Sheldon,I’m sorry.
34428,Howard,Yeah.
34429,Leonard,Yeah Leonard Hofstadter. What happened?
34430,Leonard,What do you want Sheldon?
34431,Sheldon,Fine I’ll have the Barbecue Burger.
34432,Penny,And you if you are so okay with the way things are between us why are you so jealous?
34433,Leonard,Go ahead.
34434,Sheldon,Hello.
34435,Sheldon,If it’ll make you feel better we rarely listen.
34436,Penny,You know not a lot of people know this but the monoamine oxidase enzyme was discovered by a woman Mary Bernheim. That’s right my phone is just as smart as you guys.
34437,Sheldon,You’re very welcome.
34438,Raj,Well you were always so nice to me I thought maybe you liked me.
34439,Penny,Unless you’re sleeping with one of them seeing other people isn’t a big deal.
34440,Raj,Sometimes I put the TV on mute just to pretend she’s still with me. But I can’t watch the closed captioning without crying.
34441,Leonard,Can I get his contact info?
34443,Leonard,You’ve really got to get out more.
34444,Sheldon,Now where was I? Let’s see. Oh yes. Over here. You… What are you doing now?
34445,Penny,Okay listen there’s something I need to tell you. I’ve been thinking about going back to school for a while now. So a couple months ago I started taking a history class at the community college.
34446,Raj,We need a social catalyst.
34447,Raj,What’s going on?
34448,Penny,Yeah back off he’s all mine.
34449,Sheldon,Can’t talk. Spitball. Probably gonna die.
34450,Raj,Which part?
34451,Leonard,Hire him to do what?
34452,Sheldon,With or without a numbing agent?
34453,Howard,Come on Howard fire it in.
34454,Penny,You know I used to wear tank tops a lot. That was a big selling point.
34455,Raj,Hey.
34456,Leonard,One two three four five six seven eight nine ten. I meant golly Sheldon you’ve been gone a long time.
34457,Penny,Has Shelly ever freaked out like this before.
34458,Sheldon,Wait. Will you please rub this on my chest.
34459,Leonard,Okay well now you’ve had some time to think about it. So what do you want to say?
34460,Penny,Okay you know what? Let’s just try a different improv. Uh oh this time we will be two winos living under a freeway overpass.
34461,Howard,Zack this is my friend Claire.
34462,Raj,I was there. It was funny.
34463,Leonard,And their Sherpas.
34464,Leonard,That still leaves me here with him.
34465,Leonard,Okay like usual. Good.
34466,Raj,Hey what’s going on?
34467,Howard,So you were wrong.
34468,Leonard,No!
34469,Howard,I’m so not talking to you. I’m talking to him.
34470,Raj,Are you happy now?
34471,Leonard,Yeah me too.
34472,Howard,It was the only way to keep you from being such a huge Dickensian. You see that? I added the ensian.
34473,Howard,Wow that’s harsh.
34474,Leonard,I’m just gonna run to the store and get a few things. I’ll pick you up when you’re done.
34476,Sheldon,Morning.
34477,Leonard,Sheldon why don’t you just acknowledge that you have feelings for Amy and you don’t want her going out with other men?
34478,Sheldon,Correct. You’re not supposed to drink alcohol when operating heavy machinery.
34479,Penny,Yeah you’re really just making it worse.
34480,Leonard,I know. It’s still gonna be weird to see the movie without him.
34481,Howard,I know. It’ll be awful.
34482,Raj,You know if I made more money I could take time off from work and give pretty girls submarine rides.
34483,Sheldon,Well if we assume your looks are average yeah right off the bat fifty percent of men on Earth are more attractive than you. That’s one point five billion handsome lads standing by waiting to rain on your parade.
34484,Raj,I don’t know. How do you want to start?
34485,Leonard,Is it possible we’re having two different conversations?
34486,Howard,Are you not looking at me? I am Brown Dynamite. Why do you put six sugars in your coffee?
34487,Penny,I’ll hit you in the face with a pillow.
34488,Sheldon,Hmm. It’d have to be something heinous something that makes her as miserable as she’s making me. Oh I’ve got it. This is good.
34489,Howard,But Howard…
34490,Howard,Hey I got you a little gift.
34491,Leonard,Hey I’m trying to help you.
34492,Raj,Not if it has a hole in the middle.
34493,Howard,I agree. That is if you’ve never been to or heard of a party before.
34494,Penny,Fine if you really want me to I will pick your mom up.
34495,Raj,That’s Unbreakable by Khloe and Lamar. And for your information it’s unisex.
34496,Penny,So?
34497,Sheldon,It’s called scientific curiosity. Now go get butter.
34498,Leonard,No it doesn’t.
34499,Sheldon,Well I’m not. And if I could read people’s minds life would be so much simpler.
34500,Howard,No but when I was six years old I tried to start a boy band called Frankie Goes to Bollywood. But I couldn’t get any other boys to join so my parents asked the servants to be my backup dancers. Wait when you sign servants don’t sign it like I’m bragging. Sign it in a way that I sound humble with just a hint of that’s right I had servants.
34501,Penny,No he’d just take it the wrong way.
34502,Penny,Great. Here you go. What you’re going to do is you’re going to stick your thumb down its throat grab the guts and pull.
34503,Sheldon,Your failed attempt to go back to college?
34504,Howard,You know Sheldon if we apply to be one of those teams we could be on the ground floor of something big not just for theoretical physics but for astrophysics as well.
34505,Leonard,Easy peasy I’m doing it right now.
34506,Leonard,Actually Penny he’s Rob…
34507,Penny,No the plan was to tell people we decided to stay friends. That’s a little hard to do when you’re always being such a tool bag.
34508,Leonard,Why not?
34509,Leonard,I’m not that white. My great-great grandmother was half Cherokee. I know that’s not the right kind of Indian but it is something.
34510,Sheldon,We never invited Louis-slash-Louise over.
34511,Sheldon,Well did you see this sticker?
34512,Howard,If you weren’t screwing around with Sheldon’s assistant none of this would be happening.
34513,Raj,Ooh. Ooh ooh. We could make a video-playing device that simultaneously translates the information into a tactile medium.
34514,Howard,Fine I don’t want to watch with you either. I’ll go over here.
34515,Penny,No. Why?
34516,Raj,Mmm and you know what that means. Someone’s skin’s about to be softer than ever.
34517,Sheldon,Yes Penny.
34519,Leonard,And then I say one little thing and I end up being the bad guy!
34520,Penny,I don’t work on Mondays.
34521,Leonard,Have you met Bernadette’s parents?
34522,Howard,I buried it there so we could go home.
34523,Raj,And play.
34524,Leonard,Apparently so.
34525,Leonard,NEVER!
34526,Leonard,I am not washed-up.
34527,Leonard,Oh right right right right right.
34528,Sheldon,No.
34529,Penny,I’ll I’ll tell you later.
34530,Leonard,If you’re that upset go get her back.
34531,Sheldon,Thank you. This is all so thoughtful. Excuse me.
34533,Penny,She would find it perfectly acceptable. You guys saw it. We bonded.
34534,Penny,It was a letter explaining that your dad wasn’t who he said he was. Eventually his other life caught up to him and the only way to keep you and your mom safe was to leave.
34535,Sheldon,You can do this.
34536,Raj,Wait your your mother is sleeping with your dentist?
34537,Sheldon,There it is. It’s just a gate. On a road.
34539,Leonard,Yeah Raj why?
34540,Penny,Yeah he’s a gift all right.
34541,Leonard,Really?
34542,Penny,Ah yeah now that’s what I’m talking about.
34543,Penny,That’s so sweet but what if I didn’t like it?
34544,Leonard,Why should I let it go? Why don’t you just tell the guy to find another place to sleep? 
34545,Howard,I thought he might be a little more excited.
34546,Raj,I really appreciate it. Uh can you hold on one second? Hey so Howard what’s the bathroom situation gonna be?
34547,Howard,No need. I’ve already done that. Siri do you have a last name?
34548,Leonard,Thanks a lot Howard.
34549,Howard,Okay. I have a request to make.
34550,Penny,Yeah see that’s what kids should have.
34551,Leonard,Come on. We said we were sorry.
34552,Penny,Tur-briska-fil?
34554,Sheldon,So you’re saying this is a regulation deck?
34555,Howard,Okay um okay what if you rig up a pulley system and move yourself across the room in a harness?
34556,Howard,Yeah she and my dad are going through a bit of a rough patch so I wanted to do something to let her know I was thinking about her.
34557,Penny,What no why?
34558,Sheldon,Greetings. You all remember Amy Farrah Fowler.
34559,Sheldon,Flaming Spittoon. And for the record I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches and I’m the only one who bothered to dress for the occasion.  Patooie.
34560,Penny,So the point is I may have saved her life.
34561,Leonard,You know what why don’t you just do it? You’ll go have fun for a few weeks make some money and who knows what it might lead to?
34562,Sheldon,Yeah. Here. I’ll catch you up.
34563,Leonard,I got to tell you the more I read about the primordial gravity wave discovery the more excited I get.
34564,Penny,Is he quitting his job at the university?
34565,Raj,If you were having Sheldon’s baby would you really want him in the room?
34566,Howard,Thanks.
34567,Penny,Sure.
34568,Leonard,Look I get it and I want you to know that I support whatever you want to do.
34569,Raj,There you go. All cozy wozy. Here let’s see what the doctor says to keep an eye out for. Hmm. Rajesh I was dreading Valentine’s Day. Thank you for spending it with me. Yvette. Cinnamon she-she gave me her phone number. If I’d known it was that easy I would have considered poisoning you months ago. Oh what should I say? Oh I know. I’ll point out her name’s Yvette and that she’s a vet. That’s hysterical. She’ll love it.
34570,Leonard,So hang out with me and we’ll have boys’ night.
34571,Leonard,Me too. So you ever think about it?
34572,Leonard,Guys we’re not gonna get anything done if we start fighting. Now can you please try
34573,Sheldon,I’m not crazy. My mother had me tested.
34574,Raj,What happened with Leslie why did she dump you?
34575,Leonard,We can’t order Chinese food without Wolowitz?
34577,Leonard,Hey.
34578,Leonard,Yeah. Oh uh you don’t have on any jewellery do you?
34579,Sheldon,I was hoping by admitting my weakness to you I’d somehow be unburdened.
34580,Leonard,Yeah no sure.
34581,Penny,Oh God. Did you pull some weird Indian crap on me?
34582,Raj,I still wear mine when there’s a nip in the air.
34583,Raj,During which she defected to North Korea.
34584,Penny,Thank you.
34585,Penny,Sure.
34586,Sheldon,It’s the Chinese restaurant all over again. I assure you that cutting a dumpling in thirds is child’s play compared with three men each attempting to dance with 67% of a woman.
34587,Penny,You’re overthinking this.
34588,Sheldon,You know what would be nice?
34589,Leonard,Huh. I guess I owe the Betty Crocker company a letter of apology.
34591,Leonard,Wackadoodle.
34592,Leonard,Oh well it all happened kind of fast and we had to get physicals and buy thermal underwear and study up on you know snow and stuff. Sorry I was gonna tell you.
34593,Sheldon,Hurry up find him find him.
34594,Raj,I can’t believe they’re still married. Oh no I forgot Cinnamon’s toothbrush at Howard’s. I guess you’re sharing with Daddy again.
34595,Penny,It’s not.
34596,Sheldon,Really? I have never once been invited to have cereal with Mrs. Vartabedian.
34597,Sheldon,But you don’t even understand its symbolism.
34599,Sheldon,I mean it’s unfair; people just assume I’m going to be upset by Raj moving into my old room.
34600,Leonard,I’ll get you a blanket and a pillow.
34601,Leonard,Uh hang on. Empty your pockets.
34602,Sheldon,This is it. You are the practice round.
34603,Penny,Okay.
34605,Leonard,Okay uh here it is. Is it cheating if a guy has a girlfriend…
